cod;municipio;UF;votos;numeroafiliados;txalfabetizacao;energiaeletrica;perccatolicos;rendapercapita2010;percate40anos;qtnovodepfed;percvotonovo;SOBRE60;E_ANOSESTUDO;T_ANALF18M;GINI;RDPC;P_FORMAL;P_SUPER;TRABCC;TRABPUB;TRABSC;PEA18M;PESO18;pesoRUR;pesotot;pesourb;IDHM
3533403;NOVA ODESSA;SP;1442;5;96,6;99,98;0,66337906;938,17;0,377697982;47;0,038360246;85,81;10,61;3,77;0,41;878,14;75,52;11,78;65,58;1,39;11,65;26915;37591;835;51242;50407;0,791
4117206;NOVA OLÍMPIA;PR;74;0;87,9;99,89;0,810200457;664,39;0,335453389;16;0,018262586;81,67;10,42;14,14;0,4;619,47;56,52;7,88;44,95;5,58;23,43;2927;4052;818;5503;4685;0,71
5106232;NOVA OLÍMPIA;MT;74;0;88,6;98,59;0,654765914;778,68;0,389323437;13;0,006661266;80,7;7,15;14,03;0,56;639,03;71,71;9,78;62,41;5,99;14,61;8037;11109;1679;17515;15836;0,682
1714880;NOVA OLINDA;TO;10;0;84,4;95,29;0,832398548;389,49;0,345218042;0;0,001476451;83,43;9,44;18,56;0,52;365,84;42,34;5,92;30,95;9,58;27,25;4038;6773;3221;10686;7465;0,631
2510204;NOVA OLINDA;PB;9;0;71,2;98,33;0,964232489;329,49;0,346293245;2;0,002290659;81,18;7,99;34,49;0,52;255,69;27,5;6,91;20,62;5,71;32,09;1888;3929;2843;6070;3227;0,573
2309201;NOVA OLINDA;CE;4;0;79,1;99,1;0,93706203;326,2;0,357393378;6;0,000433416;84,75;9,88;25,42;0,57;272,1;25,1;6,78;18,42;5,53;32,51;5323;9229;4560;14256;9696;0,625
2107357;NOVA OLINDA DO MARANHÃO;MA;19;0;75,4;97,13;0,792664829;254,15;0,355806418;0;0,001642178;82,31;9,59;30,73;0,47;225,16;16,07;3,2;4,8;9,9;41,93;6394;11570;7272;19134;11862;0,581
1303106;NOVA OLINDA DO NORTE;AM;117;0;87,8;72,59;0,761725067;307,67;0,346299192;0;0,006952285;84,96;6,99;13,99;0,63;232,07;17,73;4,3;8,71;5,07;21,88;10813;16829;17070;30696;13626;0,558
4313086;NOVA PÁDUA;RS;72;0;96,5;100;0,977083333;967,4;0,284081633;18;0,036678553;85,2;12;3,72;0,32;914,36;87,23;5,42;15,7;2,71;7,55;1685;1963;1718;2450;732;0,761
4313102;NOVA PALMA;RS;107;0;96,6;99,21;0,9373244;1061,35;0,321192053;18;0,022526316;84,24;9,45;3,79;0,53;915,86;45,29;9,11;25,4;6,38;11,17;3572;4750;3259;6342;3083;0,744
2510303;NOVA PALMEIRA;PB;18;0;77,8;99,54;0,976040848;318,91;0,347626691;2;0,005867014;83,08;9,38;26,37;0,45;272,29;20,07;4,01;10,41;4,09;35,94;1908;3068;1809;4361;2552;0,595
4313201;NOVA PETRÓPOLIS;RS;814;6;98,1;99,94;0,469651442;1161,53;0,357679181;18;0,054244969;88,08;10,14;2,11;0,44;994,67;70,39;9,47;51,91;3,57;7,02;12045;15006;4911;19045;14134;0,78
3145000;NOVA PONTE;MG;330;0;92;99,8;0,778342806;890,01;0,389400562;37;0,03674833;82,62;8,97;9,44;0,52;771,68;70,21;8,65;54,48;8,73;16,41;6191;8980;1821;12812;10991;0,701
3145059;NOVA PORTEIRINHA;MG;80;0;83,4;98,71;0,916981925;361,64;0,381319275;37;0,016158352;80,45;9,53;20,08;0,41;302,09;37,24;2,88;27,97;5,45;38,29;3536;4951;3329;7398;4069;0,641
4313300;NOVA PRATA;RS;752;4;97,3;99,99;0,936318905;1178,62;0,372360929;18;0,043082211;83,95;10,76;3,02;0,43;1039,74;75,5;9,72;56,28;3,92;8,84;13522;17455;4171;22830;18659;0,766
4117255;NOVA PRATA DO IGUAÇU;PR;119;1;90,8;99,75;0,931665983;731,06;0,336513443;16;0,016131219;80,28;11,21;10,98;0,46;668,06;53,05;7,84;25,03;4,86;20,42;5694;7377;4310;10377;6067;0,716
4313334;NOVA RAMADA;RS;12;0;93,9;99,76;0,648880419;945,31;0,296676241;18;0,006441224;84,64;10,7;6,87;0,5;861,28;22,48;4,17;10,11;9,09;11,96;1438;1863;1767;2437;670;0,742
2922854;NOVA REDENÇÃO;BA;2;0;75,3;91,65;0,775982372;281,36;0,372168285;8;0,000368664;79;7,51;29,33;0,5;222,33;22,05;2,89;17,7;0,68;38,17;3288;5425;2797;8034;5237;0,567
3145109;NOVA RESENDE;MG;486;1;92,6;99,72;0,911540367;620,88;0,364056199;37;0,044157732;82,99;8,65;8,55;0,45;576,41;30,97;4,53;15,53;3,42;36,55;8037;11006;6516;15374;8858;0,671
5214903;NOVA ROMA;GO;9;0;82,1;97,34;0,920989625;387,47;0,294439643;6;0,003816794;81,44;8,5;21,59;0,44;323,19;25,96;4,51;12,36;11,51;37,34;1522;2358;2045;3471;1426;0,634
4313359;NOVA ROMA DO SUL;RS;53;0;95,6;99,9;1;1210,96;0,28896201;18;0,020337682;84,95;10,04;4,87;0,44;1120,95;58,94;6,14;19,87;4,69;6,34;2234;2606;1758;3343;1585;0,741
1715002;NOVA ROSALÂNDIA;TO;7;0;86,2;98,42;0,769083969;345,42;0,314058355;0;0,002804487;85,95;10,69;16,43;0,52;299,38;29,78;11,14;11,03;17,2;22,58;1226;2496;1302;3770;2468;0,661
2309300;NOVA RUSSAS;CE;19;0;74;99,35;0,917182465;366,33;0,315743581;6;0,000928732;82,31;9,87;30,5;0,5;304,52;25,95;6,45;18,48;2,33;32,05;12290;20458;7721;30965;23244;0,614
4117214;NOVA SANTA BÁRBARA;PR;22;0;85,2;99,85;0,820256205;566,87;0,297338792;16;0,008005822;80,6;10,39;17,87;0,49;511,42;38,64;8,75;24,14;8,05;36,27;1643;2748;629;3908;3279;0,68
5106190;NOVA SANTA HELENA;MT;26;0;89,1;97,21;0,75367023;808,05;0,347174164;13;0,011082694;81,15;10,46;13,09;0,64;824,04;45,28;5,89;23,99;10,54;25,74;1584;2346;1480;3468;1988;0,714
2207959;NOVA SANTA RITA;PI;14;1;72,7;92,08;0,989357659;244,44;0,336517793;0;0,0053374;83,77;9,11;31,53;0,62;202,99;18,8;6,23;15,37;1,83;23,68;1115;2623;3483;4187;704;0,554
4313375;NOVA SANTA RITA;RS;259;0;95,8;99,71;0,792294505;763,5;0,353495334;18;0,0166015;85,32;9,53;4,83;0,43;686,87;65,11;5,07;50,76;5,56;13,89;11313;15601;3241;22716;19475;0,718
4117222;NOVA SANTA ROSA;PR;42;0;97,2;100;0,349239544;846,43;0,325858904;16;0,007862224;81,52;11,1;3,39;0,41;758,84;65,27;8,53;29,8;3,85;19,09;4468;5342;2311;7626;5315;0,731
3145208;NOVA SERRANA;MG;1623;7;95,5;99,68;0,8408251;701,67;0,476750024;37;0,031509057;85,12;8,7;5,12;0,35;659,74;66,72;3,85;57,92;2,66;22,44;43134;51509;4004;73699;69695;0,715
2922904;NOVA SOURE;BA;31;0;72,1;93,25;0,855953582;313,28;0,31459231;8;0,002015081;77,81;8,52;34,3;0,57;241,71;20,47;3,4;16,1;2,5;26,75;8795;15384;12406;24136;11730;0,555
4117271;NOVA TEBAS;PR;22;0;83,7;97,62;0,854934416;473,81;0,294809408;16;0,004291845;79,61;10,51;19,74;0,5;408,22;31,55;5,6;18,86;2,22;22,18;3555;5126;4507;7398;2891;0,651
1505007;NOVA TIMBOTEUA;PA;16;0;81,4;92,16;0,912341102;326,52;0,364374543;0;0,001770891;85,86;8,72;21,55;0,52;267,59;21,89;2,84;9,22;10,08;26,72;5192;9035;8150;13670;5520;0,609
4211504;NOVA TRENTO;SC;246;1;96,5;99,95;0,95797062;866,91;0,366694011;16;0,026742037;88,14;9,74;3,88;0,35;847,77;75,22;8,33;56,55;4,39;5,7;7038;9199;3061;12190;9129;0,748
5106240;NOVA UBIRATÃ;MT;27;0;92,2;99,27;0,769538544;691,08;0,393252332;13;0,0045;81,76;8,49;9,12;0,5;599,32;58,58;5,38;44;10,55;18,82;4530;6000;3288;9218;5930;0,669
3136603;NOVA UNIÃO;MG;107;0;88,8;98,79;0,890909091;445,34;0,345634563;37;0,027081751;81,11;9,32;13,39;0,41;387,68;49,14;5,85;27,43;10,46;23,24;2520;3951;2683;5555;2872;0,662
1101435;NOVA UNIÃO;RO;30;0;87,9;96;0,536264991;413,04;0,357133324;3;0,006244796;82,19;8,7;15,11;0,47;352,24;27,77;3,32;8,66;5,2;20,92;3561;4804;5952;7493;1541;0,587
3203908;NOVA VENÉCIA;ES;496;2;89,7;99,78;0,765868921;675,67;0,362082075;6;0,015209125;82,86;9,52;12,22;0,48;592,06;51,45;8,82;33,09;7,14;20,08;23355;32612;15200;46031;30831;0,712
4211603;NOVA VENEZA;SC;313;1;97;99,98;0,947631226;833,53;0,366518897;16;0,034456187;86,43;10,62;3,57;0,39;805,79;73,29;9,42;60,31;2,22;9,16;6999;9084;4382;13309;8927;0,768
5215009;NOVA VENEZA;GO;103;0;92;99,96;0,897441365;597,6;0,370033214;6;0,017826237;83,68;9,86;9,1;0,43;521,4;43,97;5,98;29,06;10,4;25,97;4217;5778;1103;8129;7026;0,718
2923001;NOVA VIÇOSA;BA;113;0;83;97,1;0,700977488;526,62;0,357972819;8;0,004616767;84,78;9,38;20,76;0,61;476,79;44,92;5,49;34,33;5,25;27,94;16301;24476;5030;38556;33526;0,654
5106257;NOVA XAVANTINA;MT;242;0;90,3;98,37;0,651960784;725,6;0,367560963;13;0,018058354;80,36;9,78;11,56;0,53;674,44;44,71;8,48;30,56;7,29;27,4;9456;13401;3897;19643;15746;0,704
3533254;NOVAIS;SP;79;1;89,8;100;0,749023013;702,76;0,424216028;47;0,024307692;82,28;10,94;11,72;0,45;671,15;77,33;3,85;70,08;3,87;14,05;2438;3250;411;4592;4181;0,719
1715101;NOVO ACORDO;TO;9;0;86,7;89,06;0,819172113;440,44;0,315257842;0;0,003918154;86,47;9,07;16,33;0,55;374,83;33,71;9,59;11,67;19,62;28,12;1390;2297;679;3762;3083;0,639
1303205;NOVO AIRÃO;AM;36;0;85,3;88,01;0,652616279;316,29;0,347891055;0;0,004310861;84,54;7,37;16,66;0,59;246,44;25,32;7,68;10,2;13,05;24,66;5145;8351;5224;14723;9499;0,57
1715150;NOVO ALEGRE;TO;11;0;87,8;93,03;0,902152642;492,89;0,356955381;0;0,007166124;87,86;11,04;15,11;0,52;433,31;29,68;10,43;15,17;13,32;38,62;1033;1535;587;2286;1699;0,699
1303304;NOVO ARIPUANÃ;AM;16;0;81,2;76,55;0,880841878;285,24;0,35532143;0;0,001319479;82,81;7,58;21,18;0,57;219,69;21,43;4,17;5,77;12,91;24,88;7797;12126;7377;21451;14074;0,554
4313490;NOVO BARREIRO;RS;15;0;89,9;99,16;0,701779359;865,07;0,308949221;18;0,005015045;81,27;10,82;11,37;0,62;768,98;48,6;3,97;15,44;6,48;12,01;2372;2991;2672;3978;1306;0,706
5215207;NOVO BRASIL;GO;65;0;87,8;99,17;0,741903827;659,02;0,313441319;6;0,024362819;82,84;10,98;13,98;0,43;588,85;41,16;6,74;20,76;9,62;30,26;1670;2668;1245;3519;2274;0,699
4313391;NOVO CABRAIS;RS;25;0;92,1;99,63;0,680796167;694,77;0,305317769;18;0,008602891;85,22;10,91;9,26;0,42;611,08;65,83;1,54;9,31;5,19;9,45;2408;2906;3310;3855;545;0,688
3145307;NOVO CRUZEIRO;MG;119;1;75,8;93,92;0,929904319;335,91;0,330187144;37;0,006251642;79,22;7,88;30,44;0,53;264,66;26,15;5,73;16,29;7,26;28,99;11397;19035;20203;30725;10522;0,571
5215231;NOVO GAMA;GO;238;1;93,7;99,87;0,672727273;560,94;0,405859942;6;0,00394425;84,35;9,05;7,3;0,46;498,44;66,09;3,91;58,77;4,58;19,7;42589;60341;1047;95018;93971;0,684
4313409;NOVO HAMBURGO;RS;6191;38;96,8;99,88;0,72036942;1172,52;0,35596384;18;0,035298276;85,67;9,55;3,52;0,53;1011,62;73,47;10,22;58,13;2,97;13,6;128115;175391;4142;238940;234798;0,747
4211652;NOVO HORIZONTE;SC;23;0;88,2;99,02;0,974897307;698,86;0,277090909;16;0,011758691;84,54;9,16;13,85;0,39;623,51;72,63;6,57;19,34;6,49;12,29;1771;1956;1829;2750;921;0,706
2923035;NOVO HORIZONTE;BA;27;0;79,9;96,56;0,842830413;306,61;0,356788157;8;0,003627082;82,56;8,66;23,4;0,56;257,12;16,45;2,36;12,02;2,42;30,32;3834;7444;7168;10673;3505;0,597
3533502;NOVO HORIZONTE;SP;561;3;93;99,96;0,8209004;896,38;0,35148799;47;0,0204;86,04;9,46;8;0,45;806,75;68,65;11,35;58,66;1,59;16,57;18162;27500;2545;36593;34048;0,753
5106273;NOVO HORIZONTE DO NORTE;MT;11;0;86,7;98,83;0,807320151;507,63;0,328354228;13;0,004110613;82,09;9,08;16,03;0,49;463,77;32,94;5,45;17,58;13,37;15,08;1970;2676;1972;3749;1777;0,664
1100502;NOVO HORIZONTE DO OESTE;RO;54;0;87,2;97,92;0,554906106;367,98;0,352050781;3;0,007805724;86,69;8,8;15,68;0,51;346,38;30,94;5,76;20,33;0,85;14,64;4359;6918;8507;10240;1733;0,634
5006259;NOVO HORIZONTE DO SUL;MS;19;0;88,3;99,06;0,76531574;533,62;0,334210526;5;0,005575117;79,98;9,1;14,11;0,4;472,75;53,61;9,57;26,39;10,29;19,68;2426;3408;2280;4940;2660;0,649
4117297;NOVO ITACOLOMI;PR;19;0;90,4;99,45;0,930155734;577,22;0,318712416;16;0,00891182;83,53;9,83;10,93;0,38;553,56;30,75;5,95;22,54;2,63;26,42;1476;2132;1239;2827;1588;0,71
1715259;NOVO JARDIM;TO;1;0;82,9;88,99;0,881889764;326,08;0,325193325;0;0,000702741;79,75;9,72;21,86;0,45;259,32;33,7;3,12;18,65;14,13;23,38;949;1423;681;2457;1776;0,596
2705606;NOVO LINO;AL;29;0;67;98,17;0,71109375;280,83;0,36119403;3;0,003959585;75,47;8,11;39,23;0,55;239,75;44,6;3;34,07;8,98;24,85;3517;7324;4732;12060;7328;0,521
4313425;NOVO MACHADO;RS;31;0;93,3;99,29;0,364957499;582,27;0,253757962;18;0,010048622;80,17;11,3;7,49;0,41;531,07;17,05;3,31;5,27;7,44;8,2;2282;3085;2372;3925;1553;0,663
5106265;NOVO MUNDO;MT;21;0;90,1;96,07;0,794381351;559,85;0,336606656;13;0,004405286;81,69;9,85;12,25;0,52;461,47;29,1;5,49;13,82;7,13;24,42;3359;4767;4449;7332;2883;0,674
2309409;NOVO ORIENTE;CE;15;0;69,8;98,8;0,877078987;269,28;0,32360762;6;0,000849233;83,22;10,04;37,03;0,6;247,79;19,85;3,37;16,49;0,3;25,14;8396;17663;13223;27453;14230;0,605
3145356;NOVO ORIENTE DE MINAS;MG;60;1;72,4;83,66;0,886171358;347,62;0,322081439;37;0,008798944;75,12;8,44;34,02;0,56;274,37;28,82;4,72;15,58;9,9;25,54;3977;6819;5918;10339;4421;0,555
2206902;NOVO ORIENTE DO PIAUÍ;PI;7;0;69,8;92,97;0,958856648;301,07;0,329024315;0;0,001564945;84,3;8,85;35,32;0,51;240,65;22,87;4,06;20,56;1,29;42,51;2177;4473;3218;6498;3280;0,562
5215256;NOVO PLANALTO;GO;27;0;83,3;89,48;0,387110542;446,72;0,343528817;6;0,00972973;83,1;9,12;19,82;0,49;387,14;41,5;7,14;28,08;11,35;31,67;1845;2775;1369;3956;2587;0,658
1505031;NOVO PROGRESSO;PA;31;2;91,9;93,08;0,654659272;758,95;0,380114631;0;0,001950422;89,2;8,52;9,66;0,54;658,31;26,22;5,18;18,7;4,1;35,84;12112;15894;7407;25124;17717;0,673
1505064;NOVO REPARTIMENTO;PA;92;3;81;88,01;0,72429322;311,62;0,357453666;0;0,002581731;80,97;6,82;22,35;0,59;256,37;17,21;2,86;10,22;5,93;34,92;21013;35635;34100;62050;27950;0,537
5106315;NOVO SANTO ANTÔNIO;MT;2;0;88,6;89,8;0,75367023;511,45;0,34713217;13;0,001531394;82,9;10,26;13,55;0,51;428,26;46,78;7,09;6,99;15,64;32,09;868;1306;659;2005;1346;0,653
2206951;NOVO SANTO ANTÔNIO;PI;18;0;66,6;56,3;0,966730038;265,21;0,33006135;0;0,008181818;76,77;7,96;40,55;0,56;224,54;23,59;5,29;17,74;5,22;28,51;847;2200;2344;3260;916;0,528
5106281;NOVO SÃO JOAQUIM;MT;31;0;86,3;97,24;0,737973705;504,02;0,355180404;13;0,007486114;82,05;8,46;16,54;0,48;480,73;43,44;5,2;31,81;2,01;25,44;2650;4141;2325;6042;3717;0,649
4313441;NOVO TIRADENTES;RS;15;0;86;99,45;0,889461627;572,11;0,277997365;18;0,008902077;81,05;10,83;16,32;0,4;548,05;62,41;5,6;4,87;11;6,68;1328;1685;1623;2277;654;0,676
2923050;NOVO TRIUNFO;BA;19;0;78,9;83,81;0,896857923;223,91;0,36595575;8;0,001904953;83,78;7,26;24,97;0,51;194,56;19,46;1,82;10,18;8,21;19,11;5831;9974;7548;15051;7503;0,554
4313466;NOVO XINGU;RS;13;0;94,8;100;0,81919715;852,39;0,289129197;18;0,009502924;85,05;11,41;5,92;0,41;847,22;72,32;3,64;14,61;8,46;11,7;1123;1368;1203;1757;554;0,767
3145372;NOVORIZONTE;MG;60;0;80,7;97,88;0,817228955;346,51;0,329236349;37;0,017931859;79,89;9,79;23,52;0,43;299,95;33,42;5,43;19,36;10,9;29,08;2074;3346;3246;4963;1717;0,616
3533601;NUPORANGA;SP;104;0;94,7;99,95;0,894452838;873,62;0,352354408;47;0,020758483;86,07;10,15;5,73;0,45;751,92;72,81;10,93;62,73;2,4;16,47;3321;5010;632;6817;6185;0,746
1505106;ÓBIDOS;PA;108;0;87,8;79,12;0,845030383;333,47;0,332799546;0;0,003777677;82,47;8,89;13,73;0,59;255,03;24,69;2,54;9,68;4,88;22,28;18038;28589;23867;49333;25466;0,594
2309458;OCARA;CE;43;0;73,1;98,58;0,934330299;251,04;0,34098388;6;0,002693561;83,99;9,97;32,88;0,53;208,77;18,13;4,25;9,13;6,3;34,72;7139;15964;16402;24007;7605;0,594
3533700;OCAUÇU;SP;31;1;91,6;99,71;0,870112657;627,28;0,333413404;47;0,010160603;83,01;10,58;9,44;0,39;547,66;54;6,7;49,35;1,03;34,98;1985;3051;839;4163;3324;0,717
2207009;OEIRAS;PI;102;2;76,6;88,26;0,924214254;426,03;0,356369248;0;0,004286435;82,14;9,23;27,45;0,58;376,95;29,03;8,46;17,54;5,31;32,47;15116;23796;13643;35640;21997;0,634
1505205;OEIRAS DO PARÁ;PA;3;0;81,5;73,16;0,842572966;229,43;0,33089701;0;0,000206313;82,22;7,46;19,85;0,56;181,86;16,23;2,77;6,34;6,52;17,06;8636;14541;17163;28595;11432;0,507
1600501;OIAPOQUE;AP;48;2;91,7;96,25;0,683066831;828,81;0,380857185;0;0,004127967;84,86;8,55;9,82;0,69;598,38;29,63;5,39;18,13;7,98;22,42;8243;11628;6657;20509;13852;0,658
3145406;OLARIA;MG;22;0;83,7;99,25;0,949911609;481,98;0,311234818;37;0,014715719;81,57;8,95;18,6;0,41;423,44;53,52;7,63;25,6;17,5;24,62;781;1495;1059;1976;917;0,636
3533809;ÓLEO;SP;26;0;94,5;99,56;0,829758101;788,27;0,294425739;47;0,01304566;85,39;8,78;6,32;0,43;676,94;51,33;11,69;37,28;10,4;20,01;1361;1993;910;2673;1763;0,73
2510402;OLHO D'ÁGUA;PB;20;0;69,8;98,87;0,987843762;269,09;0,348867407;2;0,004297379;84,39;9,39;36,4;0,55;220,96;24,24;6,33;7,63;12,57;26,26;2179;4654;3063;6931;3868;0,572
2107407;OLHO D'ÁGUA DAS CUNHÃS;MA;83;0;68,2;98,5;0,882948131;278,83;0,363690124;0;0,006909757;82,18;9,27;37,07;0,53;247,36;22,18;6,05;11,6;4,94;35,47;6038;12012;9009;18601;9592;0,589
2705705;OLHO D'ÁGUA DAS FLORES;AL;111;0;73,1;98,54;0,93430295;335,49;0,346297388;3;0,008736718;82;8,66;31,49;0,55;274,46;20,15;3,04;16,56;2,35;38,67;7872;12705;6375;20364;13989;0,565
2408409;OLHO D'ÁGUA DO BORGES;RN;40;0;67,3;98,13;0,910731244;350,07;0,32782305;5;0,012899065;78,59;9,77;36,79;0,48;290,17;29,41;7,4;20,74;6,33;30,94;1292;3101;1055;4295;3240;0,585
2705804;OLHO D'ÁGUA DO CASADO;AL;6;0;67,3;94,2;0,964003945;270,59;0,343422447;3;0,001201442;85,15;7,93;38,25;0,54;211,97;20,89;2,91;14,57;5,29;25,66;3197;4994;4464;8491;4027;0,525
2207108;OLHO D'ÁGUA DO PIAUÍ;PI;2;0;81,5;98,28;0,885311871;270,97;0,336633663;0;0,001175088;81,37;10,2;22,21;0,56;225,8;16,32;5,73;14,68;0;56,53;767;1702;1562;2626;1064;0,576
2705903;OLHO D'ÁGUA GRANDE;AL;5;0;61,3;96,84;0,873733964;216,09;0,329433125;3;0,001687479;73,7;9,34;45,53;0,59;151,62;16,57;1,26;6,48;9,07;10,53;1744;2963;3754;4957;1203;0,503
3145455;OLHOS-D'ÁGUA;MG;71;0;84;96,42;0,920252226;397,63;0,358268464;37;0,021404884;80,6;8,98;19,72;0,46;348,9;50,12;3,28;30,13;12,5;16,5;2595;3317;2401;5267;2866;0,626
3533908;OLÍMPIA;SP;1116;21;94,8;99,97;0,83287037;883,36;0,360606909;47;0,029518343;86,28;10,43;5,84;0,43;783,14;71,89;15,66;57,47;5,62;16,01;25585;37807;2780;50024;47244;0,773
3145505;OLÍMPIO NORONHA;MG;108;0;87,3;99,75;0,910017996;526,93;0,319384129;37;0,058441558;80,34;10,72;15,21;0,41;475,23;64,65;7,5;45,82;16,11;22,75;1147;1848;284;2533;2249;0,674
2609600;OLINDA;PE;2862;21;93,3;99,88;0,63174118;730,69;0,370785565;10;0,010386688;90,07;9,63;7,35;0,55;640,13;62,33;14,55;51,1;6,34;19,6;171303;275545;7447;377779;370332;0,735
2107456;OLINDA NOVA DO MARANHÃO;MA;5;0;76,1;97,64;0,800293686;203,68;0,369850542;0;0,000616523;79,1;9,61;28,16;0,6;173,63;17,92;4,18;6,35;8,88;27,57;3774;8110;7200;13181;5981;0,575
2923100;OLINDINA;BA;22;0;72,8;95,84;0,8033241;276,48;0,346951048;8;0,001359451;87,6;7,11;31,27;0,58;222,62;22,51;3,88;14,8;5,83;24,18;8078;16183;12170;24943;12773;0,559
2510501;OLIVEDOS;PB;11;0;82,5;99,72;0,921903052;260,25;0,35070306;2;0,004358162;83,47;8,32;20,76;0,49;217,32;31,3;6,58;11,89;17,04;34,22;953;2524;1725;3627;1902;0,603
3145604;OLIVEIRA;MG;1281;4;94,3;99,76;0,922214922;691,38;0,349161303;37;0,04391197;83,25;9,1;6,46;0,45;588,2;64,45;8,68;52,75;4,31;20,08;19597;29172;4281;39466;35185;0,699
1715507;OLIVEIRA DE FÁTIMA;TO;11;0;85,3;95,92;0,876602564;536,9;0,349083896;0;0,01674277;86,55;10,88;18,26;0,55;396,97;41,79;14,34;21,9;18,06;37,88;342;657;220;1037;817;0,675
2923209;OLIVEIRA DOS BREJINHOS;BA;76;1;79,9;85,75;0,935687442;288,09;0,313086895;8;0,005335955;81,53;8,7;24,03;0,56;220,72;15,59;5,72;10,75;3,62;38,4;6246;14243;15247;21831;6584;0,554
3145703;OLIVEIRA FORTES;MG;21;0;84,7;99,85;0,940430925;420,92;0,322656618;37;0,013496144;78,88;10,3;17,48;0,44;369,25;43,54;4,57;28,36;11,06;32,21;891;1556;946;2123;1177;0,635
2706000;OLIVENÇA;AL;30;0;67,3;98,86;0,938456529;251,37;0,333031592;3;0,004440497;74,11;9,08;40,11;0,56;195,19;15,61;1,78;7,47;6,99;36,3;3690;6756;7910;11047;3137;0,493
3145802;ONÇA DE PITANGUI;MG;106;0;90,1;99,68;0,93583868;521,55;0,329623568;37;0,051010587;80;8,5;11,89;0,44;446,23;49,92;4,27;39,49;6,76;25,1;1451;2078;1536;3055;1519;0,663
3534005;ONDA VERDE;SP;84;1;92,3;99,92;0,747912525;652,68;0,360453141;47;0,029829545;85,85;9,33;8,74;0,34;597,67;71,25;7,78;64,51;2,48;16,98;1891;2816;841;3884;3043;0,738
3145851;ORATÓRIOS;MG;32;0;85,7;99,61;0,835463259;450,18;0,347429335;37;0,010034494;81,64;8,36;16,9;0,39;395,74;67,98;5,25;51,04;11,07;15,6;1923;3189;1252;4493;3241;0,637
3534104;ORIENTE;SP;96;0;94;99,95;0,811136364;810,2;0,337051009;47;0,020824295;83,62;11,39;6,85;0,44;694,16;74,53;12;63,26;5,02;16,19;3012;4610;402;6097;5695;0,77
3534203;ORINDIÚVA;SP;92;0;93,8;100;0,779251701;798,99;0,414273128;47;0,022682446;82,44;11,38;7,22;0,38;699,63;73,86;10,09;68,52;0,46;17,93;2949;4056;452;5675;5223;0,767
1505304;ORIXIMINÁ;PA;226;0;89,2;85,39;0,737899001;440,47;0,341306494;0;0,006415898;84,63;9,32;12,49;0,64;332,29;33,35;5,7;19,38;10,01;19,39;22310;35225;22647;62794;40147;0,623
3145877;ORIZÂNIA;MG;32;0;85,7;99,68;0,823761;282,88;0,352553542;37;0,006617039;77,4;8,22;17,33;0,54;247,35;20,5;4,74;7,47;8,31;38,1;2088;4836;5063;7284;2221;0,562
5215306;ORIZONA;GO;158;0;92,6;99,71;0,877266976;778,56;0,341048951;6;0,01494938;82,82;9,58;8,63;0,51;714,39;36,73;8,07;25,6;5,9;24,52;8113;10569;6325;14300;7975;0,715
3534302;ORLÂNDIA;SP;934;3;95,2;99,97;0,877419598;1079,31;0,366833413;47;0,031677124;86,34;10,25;5,45;0,5;934,54;77,62;13,43;63,99;3,69;14,21;19785;29485;1025;39781;38756;0,78
4211702;ORLEANS;SC;460;7;95,8;99,97;0,94693821;946,6;0,366708737;16;0,029963523;86,72;10,07;4,74;0,45;844,35;71,72;9,22;57,15;1,6;10,64;11192;15352;5309;21393;16084;0,755
2609709;OROBÓ;PE;81;2;73,3;99,42;0,960648782;283,57;0,336436751;10;0,005307647;85,48;9,95;31,93;0,52;237,64;19,27;4,22;13,65;3,76;23,59;8100;15261;14645;22878;8233;0,61
2609808;OROCÓ;PE;10;0;78,3;98,26;0,924095848;266,22;0,373141123;10;0,00122384;83,48;10,18;25,96;0,51;224,41;11,54;3,49;6,21;3,29;32,73;5514;8171;8563;13180;4617;0,61
2309508;ORÓS;CE;5;0;72,8;99,19;0,908150148;343,89;0,325073636;6;0,000330491;86,13;9,25;31,63;0,49;298,84;21,4;3,86;12,54;3,02;29,03;8257;15129;5366;21389;16023;0,636
4117305;ORTIGUEIRA;PR;87;1;83,8;98,2;0,752384854;453,95;0,326775021;16;0,00554246;81,68;8,68;19,84;0,49;408,86;36,09;4,53;27,14;1,74;23,01;10855;15697;13793;23380;9587;0,609
3534401;OSASCO;SP;22268;109;96,6;99,95;0,684828941;1114,77;0,388167802;47;0,04590583;83,58;10,09;3,64;0,53;1003,4;74,61;17,14;64,84;3,3;13,64;335445;485080;0;666740;666740;0,776
3534500;OSCAR BRESSANE;SP;47;0;90,9;100;0,889002037;713,79;0,313756405;47;0,023570712;82,34;12,03;10,18;0,45;675,35;56,31;12,32;44,05;5,01;23,55;1223;1994;438;2537;2099;0,749
4313508;OSÓRIO;RS;654;1;96,1;99,84;0,843764207;1136,25;0,344448247;18;0,02181236;85,11;10,11;4,41;0,53;957,94;70,04;12,81;49,01;9,29;14,13;20792;29983;2989;40906;37917;0,751
3534609;OSVALDO CRUZ;SP;458;3;93,9;99,97;0,829202186;860,87;0,350680855;47;0,019844881;83,62;10,8;6,8;0,46;797,55;67,51;15,02;53,87;3,9;17,43;15503;23079;3135;30917;27782;0,762
